Unnamed: 0,Tweet,len,metrics,source
4064,i would love see black educ especi art scienc type school,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4065,still have_me gt i love me_gt ok not to_be ok gt_lone heart_gt in_the mirror_gt anyon gt_gt gt i readi,106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4066,i think jenni school australia,33,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4067,but feel ok insid forgiv perfect journey easier i see big attract guy pictur good_luck look especi insid count,123,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad
4068,great_news http_co r1wie1mvyk,30,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4069,trump debat perform bad actual cost support_biden best could imposs situat trump show debat determin respect rule_chri wallac former vice presid http_co tlbglzenm,189,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
4070,good_morn pleas_someon help_5 thousand_naira buy_foostuff home_thing make_sad privat_would great_testimoni public_forev keep_chang level,150,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4071,lmao i block one person bc even brand special other make dumb_ass comment and i realli think bc 1 white 2 dare day someth kamela fuck em you wrong,154,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
4072,great gonna_get spectral keep go motiv tri_hard everi_day,65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4073,can definit mean even data entri account done home done better staff offic direct contact buyer retail staff know happen stock,134,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter Web App
4074,bighit realli feed,21,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4075,two photo loui week almost two_month without content i use have_great day,77,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4076,gimm finish parti sesh first go pkp i mind i push rank day annoy fofen,75,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Twitter for Android
4077,you bad girl,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4078,oh right everyon keep_clean it much better,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4079,realli_import point http_co 7roikzeai,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4080,omg u hate,10,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4081,point feel hunger much,22,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
4082,i got dream today mom want listen girl_red song turn we_fell love octob wake,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4083,food thought case still fenc http_co pblnf1pini,49,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4084,feel rubbish,12,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4085,na poor_man think say_cash solut life problem na wise man know say_cash na tool solv_problem relat human want think deep,131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4086,lol hamster stand look_like realli big shoulder,49,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4087,we proud video_put love better miss http_co c9cs52y2nh,55,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
4088,mayb love suppos two way,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4089,a_strong woman accept compliment amp critic gracious know take sun amp rain flower grow you taught_us toler patienc gutsi fearless solid love http_co lc4gxrp7ue,185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4090,if origin shot target given goal matter think ff mani variabl take account affect ball trajectori bet compani would_rather give og could rather pay,159,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4091,love all trust none,19,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4092,automat fall love man sing,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4093,not nearli_bad year daytona vega lol,37,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4094,bless andrew would say thing 23 realli bad you see blemish major thing peopl even_notic,89,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
4095,tri issu i think disclos will ask bsnl offic area i get time,67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4096,you feel_pain right,19,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4097,600db get akai i got incheon i alreadi and add system still chang back like said realli disapoint,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4098,i love_u mamiii abbi mami,21,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4099,i love pretti leg tit white chick importantli need powder nose,66,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4100,today suppos good turn bad,30,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4101,seem peopl would disagre_opinion cavil okay enola get screen_time topic book whatev decid base sequel cavil might get spin as underserv think might,158,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4102,who love speedway great_news we_are sponsor a team thi season thi mean give_away will_be come onc the season start old beach tasmania http_co 27v4ffbo7p,165,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram
4103,the 100 seri final realli good love lexa made_littl come_back also love clark got happi end i also still fight,119,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
4104,yeah get better thank home week mask treat sugar honey coconut oil tumer ngizoba muhlenyana futhi,107,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
4105,mayb_littl i think we becom pervers societi asshol like think ok we_need cleans honestli my kid get i honest noth like freedom i experienc kid,156,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Twitter for iPad
4106,i guess twitter algo hate pleas say hi see,43,"{'retweet_count': 0, 'reply_count': 10, 'like_count': 14, 'quote_count': 0}",Twitter for Android
4107,feel special 1yayay,19,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
4108,the_eu prevent simpl border solut disregard intern_law sea the_eu act_bad faith throughout eu uk negoti break term treati,151,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4109,love http_co 7v5xpa6mrq,24,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4110,case_anyon doesnt get mean concentr make d look came realli pretti gt_lt http_co pxqay51lkm,99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web App
4111,great person,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4112,send_lot love one love team mate famili morn pleasedonateifyoucan http_co oopwlp2ykp,95,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4113,i never realli greenhous think everi_year noth happen think cost lay base put_togeth plastic one life 4_year max,121,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4114,think look_like super charg espresso capsul ars,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4115,seven is ever forev jooni jinni yoongi hobi jimini taehyungi kooki love is you onli you,94,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4116,have rockin great_day today,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4117,great_tip http_co k6shrbl4op,29,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4118,so basic say rape affect women punish men without reason i think i lost braincel tri understand mental http_co runpsimybk,140,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 35, 'quote_count': 0}",Twitter for Android
4119,all time bad beat,17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
4120,one thing i realli like current offic product add pictur automat add stock alt text short popup encourag write it_easi ignor break flow constant remind,167,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}",Twitter Web App
4121,naw expect much parti trump the bulk racist pig cheer hate,61,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4122,jeonghan truli sweetest preciou boy ever love bit piec,58,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4123,thi kid walk hous laid carpet fell_asleep i i feel spirit,61,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4124,rememb directli call kaysar dumb muslim kept talk islam bad_influenc cultur bad someth kaysar also said season gonna trash 2_3 kevin day david final 2,160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4125,there way mani_reason love they comfort day i feel sourc energi everyday_becom inspir all incred peopl incred person,144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
4126,would love see video,20,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4127,fake love went without radio playlist discount remix they perform bbma you obsess,93,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4128,i love game but never i ach paus button i might take moment ponder zombi hord motiv wonder origin stori they bowl pin set em knock em repeat drink,163,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
4129,and miami injuri key_player better get broom readi they would need play perfect defens stellar offens rest seri stand_chanc,131,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4130,don know mayb cult like trump 35 not_sure i watch sign i think biden rude_given circumst trump_shut i biden i would told fo i would left,147,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4131,i think fanbas cancel project bare one join,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4132,thank love,10,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4133,adesso onda deleg where is the love we use to know http_co lde9o7mna5,76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SAM Broadcaster Song Info
4134,not realli 80mm peopl saw biden disavow green_new deal say antifa_idea say defund polic copi trump platform amp lie most tell joe said when inshallah trump said see tax 39 43 fox broadcast,198,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4135,deepest_condol send_love,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4136,realli rent start stein gate re zero kinda finish http_co frtaxtv0kc,74,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",Twitter for iPhone
4137,q1 01 11 spt lost ball turnov_steal q1 00 50 spt_bad pass_turnov steal http_co egnlxciibr,94,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",TriviaBall
4138,that weekend feel,20,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4139,thi insan these senior sit duck can_imagin realli happen how stop protect peopl http_co dsik7pszna,112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4140,they think dispos well middl finger apos fuck,55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",twittbot.net
4141,they excel love,19,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4142,everyday whenev i think fic i yet read heard lot,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
4143,the turn_around time arsen realli short day,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4144,three whole class talk_abt histori sem think give_shit ancestor im learn abt fish swim rizal mani gf,107,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4145,me enjoy much racism caus american man love coco holol yeah babi come god_damn,82,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4146,exactli she spoil bond shehnaazian run pleas hater after effort still hater r say tht agenda i would happi hater love never she live imagin realiti,171,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
4147,we better side should well put away 2nd_half,44,"{'retweet_count': 1, 'reply_count': 5, 'like_count': 16, 'quote_count': 0}",Twitter for Android
4148,love http_co dsnvfxkdli,24,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
4149,i love yall,11,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4150,i think i kind tita,19,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
4151,i think cu differ race like north african middl_eastern peopl consid white still poc,95,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
4152,if love idk http_co i8o72jsrr9,31,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",Twitter for Android
4153,2020 you think possibl get_wors cheer caus load dolphin kill http_co yed9b6ocvo,84,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4154,theres love,12,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
4155,paul excel ever glasgow david_attenborough keep great humour friend definit need http_co e5d5b1zzqi,107,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 164, 'quote_count': 0}",Twitter for iPhone
